PlaytroughId;TotalTime;TotalPoints;CoinsCollected;EnemiesDefeated;PercentageProgress;Deaths;TotalEnemyProxTime;StandingStillTime;Score;IsFinished;LevelTime_1;LevelPoints_1;LevelEnemies_1;LevelCoins_1;LevelDeaths_1;LevelEndHp_1;LevelFinished_1;LevelTime_2;LevelPoints_2;LevelEnemies_2;LevelCoins_2;LevelDeaths_2;LevelEndHp_2;LevelFinished_2;LevelTime_3;LevelPoints_3;LevelEnemies_3;LevelCoins_3;LevelDeaths_3;LevelEndHp_3;LevelFinished_3;UserId;StartTime;EndTime;LastUpdate;DefeatedEnemiesIds;CollectedCoinsIds
82;57,1864852905273;260;4;0;2,06185555458069;1;0,922099590301514;0;768;1;57,1864852905273;260;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2024-05-13 23:56:35.630;2024-05-13 23:57:33.887;2024-05-13 23:57:33.930;;101,103,110,111
83;42,4228973388672;325;5;0;2,57731962203979;1;1,18350064754486;0;3395;1;42,4228973388672;325;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;2024-05-13 23:57:19.333;2024-05-13 23:58:02.853;2024-05-13 23:58:03.473;;101,103,111,110,113
84;44,1399345397949;325;5;0;2,57731962203979;1;2,97810006141663;0;836;1;44,1399345397949;325;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2024-05-13 23:57:42.813;2024-05-13 23:58:27.683;2024-05-13 23:58:27.600;;101,103,110,111,113
85;213,303817749023;1040;16;3;22,6804122924805;1;10,4879608154297;0;5561;1;61,3231201171875;195;0;3;2;5;0;151,842041015625;845;3;13;1;0;0;0;0;0;0;0;0;0;40;2024-05-13 23:58:31.967;2024-05-14 00:02:09.170;2024-05-14 00:02:09.087;209,206,210;101,103,114,202,203,204,205,207,208,209,210,211,220,221,214,215
86;20,0047607421875;0;0;0;0;0;0;0;4724;0;20,0047607421875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2024-05-14 00:09:05.373;NULL;2024-05-14 00:09:32.473;;
87;49,3388786315918;325;5;0;2,57731962203979;1;3,77820086479187;0;835;1;49,3388786315918;325;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;2024-05-14 00:10:06.313;2024-05-14 00:10:56.597;2024-05-14 00:10:56.650;;101,103,110,111,113
88;234,91357421875;2070;30;11;46,9072151184082;1;21,9197406768799;0;8095;1;60,6790885925293;195;0;3;0;5;0;118,392837524414;1235;3;19;0;5;0;55,5641555786133;640;8;8;1;0;0;40;2024-05-14 00:11:29.777;2024-05-14 00:15:32.757;2024-05-14 00:15:32.813;209,206,210,313,312,309,308,304,303,317,316;101,103,114,202,203,204,205,207,207,208,209,210,211,221,220,225,226,227,230,232,233,234,301,302,303,317,318,319,320,321
89;514,882446289063;1550;22;5;39,6907196044922;12;39,3898658752441;0;8062;1;81,0116348266602;190;1;2;2;2;0;176,141357421875;1360;1;20;6;1;0;21,0904159545898;0;3;0;0;0;0;41;2024-05-14 00:57:48.487;2024-05-14 01:08:44.357;2024-05-14 01:08:44.683;101,212,313,312,309;103,114,202,203,204,205,207,208,209,210,211,214,215,216,217,219,218,221,220,225,226,227
90;67,7984619140625;325;5;0;2,57731962203979;1;0,565999925136566;0;832;1;67,7984619140625;325;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;2024-05-14 01:06:27.043;2024-05-14 01:07:36.243;2024-05-14 01:07:36.860;;101,103,110,111,113
91;252,216690063477;1235;19;4;24,7422676086426;1;9,93501377105713;0;6254;1;92,7981109619141;195;1;3;1;4;0;159,256637573242;1040;3;16;1;0;0;0;0;0;0;0;0;0;42;2024-05-14 01:07:43.260;2024-05-14 01:12:40.427;2024-05-14 01:12:41.050;107,206,209,210;101,103,114,202,203,204,205,207,208,209,210,211,220,221,214,215,225,226,227
92;177,48518371582;195;3;0;14,4329891204834;2;4,48000049591064;0;2206;0;61,8798141479492;195;0;3;2;3;0;30,2303295135498;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2024-05-14 01:51:52.477;NULL;2024-05-14 01:55:19.107;;101,103,114
93;12,2673492431641;65;1;0;0,515463888645172;0;2,14399933815002;0;65;0;12,2673492431641;65;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;2024-05-14 07:41:39.247;NULL;2024-05-14 07:41:39.247;;101
94;315,529693603516;1235;19;8;39,6907196044922;1;11,3980054855347;0;7254;1;106,81941986084;195;3;3;0;3;0;173,806167602539;845;0;13;0;2;0;33,4732475280762;195;5;3;1;0;0;44;2024-05-14 07:41:23.823;2024-05-14 07:46:45.110;2024-05-14 07:46:45.187;105,106,107,313,310,311,312,308;101,103,114,202,203,204,205,207,214,215,216,217,219,218,220,221,304,306,306
95;120,321479797363;325;5;0;2,57731962203979;0;8,82070255279541;0;1333;0;120,321479797363;325;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;2024-05-14 16:25:29.323;NULL;2024-05-14 16:27:35.560;;101,103,114,110,111
96;154,481918334961;455;7;0;16,4948444366455;1;3,96800303459167;0;2971;1;118,683044433594;325;0;5;0;1;0;35,5210990905762;130;0;2;1;0;0;0;0;0;0;0;0;0;40;2024-05-14 17:21:36.130;2024-05-14 17:24:14.867;2024-05-14 17:24:14.917;;103,110,111,113,114,202,203
97;123,873222351074;420;6;2;17,0103092193604;1;10,701057434082;0;2940;1;95,2175750732422;420;2;6;0;1;0;28,4697418212891;0;0;0;1;0;0;0;0;0;0;0;0;0;46;2024-05-14 17:48:47.000;2024-05-14 17:50:55.600;2024-05-14 17:50:55.880;106,105;101,103,110,111,113,114
98;145,567901611328;260;4;0;2,06185555458069;1;13,4951686859131;0;763;1;145,567901611328;260;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;2024-05-14 21:16:55.900;2024-05-14 21:19:33.103;2024-05-14 21:19:33.637;;101,103,114,113
99;219,528442382813;195;3;2;15,4639167785645;1;4,48599815368652;0;2706;1;123,241012573242;130;2;2;1;5;0;96,1892318725586;65;0;1;1;0;0;0;0;0;0;0;0;0;48;2024-05-14 21:19:37.990;2024-05-14 21:23:32.203;2024-05-14 21:23:32.657;106,105;103,114,202
100;308,783447265625;650;10;8;35,0515441894531;3;14,4607801437378;0;7171;0;78,1257858276367;195;0;3;0;4;0;142,845672607422;325;2;5;2;1;0;51,9437446594238;130;6;2;0;0;0;49;2024-05-14 21:25:55.713;NULL;2024-05-14 21:31:34.527;206,210,313,312,309,308,317,316;103,114,113,202,207,209,210,211,318,319
101;65,0561370849609;325;5;0;2,57731962203979;1;2,86909985542297;0;832;1;65,0561370849609;325;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;2024-05-15 02:35:13.543;2024-05-15 02:36:19.930;2024-05-15 02:36:19.973;;101,103,110,111,113
102;74,2338562011719;325;5;0;2,57731962203979;1;2,34799981117249;0;831;0;45,931827545166;325;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;2024-05-15 06:23:49.567;NULL;2024-05-15 06:25:15.913;;101,103,110,111,113
103;1196,82629394531;4710;72;17;84,5360794067383;51;71,4358367919922;0;13716;1;109,763671875;390;3;6;1;3;0;131,738983154297;1560;2;24;14;2;0;227,140029907227;2760;12;42;36;2;1;51;2024-05-15 18:26:28.297;2024-05-15 18:51:51.563;2024-05-15 18:51:51.720;105,106,107,206,210,309,308,312,313,310,306,315,307,317,316,314,311;101,103,110,111,113,114,202,203,204,205,207,208,209,210,211,214,215,216,217,219,218,220,221,225,226,227,230,232,233,234,304,306,306,308,309,310,313,311,302,303,301,318,319,320,321,322,323,324,325,329,326,330,327,328,334,333,349,335,336,337,338,339,340,341,342,343,344,345,348,354,355,356
104;530,997985839844;4680;72;19;85,567008972168;17;60,5493354797363;0;15195;1;52,7356414794922;390;3;6;0;1;0;143,353042602539;1560;4;24;1;1;0;127,473327636719;2730;12;42;16;5;1;51;2024-05-15 18:52:15.473;2024-05-15 19:02:18.787;2024-05-15 19:02:18.947;105,106,107,206,210,208,209,309,308,307,316,315,312,306,314,310,313,311,317;101,103,110,111,113,114,202,203,204,205,207,208,209,211,207,221,220,214,215,216,217,219,218,225,226,227,230,232,233,234,304,306,306,308,309,310,313,311,301,302,303,318,319,320,321,322,323,324,325,329,326,330,327,328,334,333,349,335,336,337,338,339,340,341,342,343,344,345,348,354,355,356
105;286,122863769531;4550;70;20;85,0515518188477;4;33,1287002563477;0;14077;1;40,5563774108887;390;3;6;0;3;0;107,420295715332;1560;4;24;3;1;0;101,636039733887;2600;13;40;1;3;1;51;2024-05-15 19:02:30.630;2024-05-15 19:07:56.207;2024-05-15 19:07:56.370;107,106,105,207,210,206,208,313,312,309,308,308,307,311,310,314,317,306,316,315;101,103,110,111,113,114,202,203,204,205,207,208,209,210,211,220,221,214,215,216,217,219,218,225,226,227,230,232,233,234,304,306,306,308,309,310,301,302,303,318,319,320,321,322,323,324,325,329,326,330,327,328,349,334,333,335,336,337,338,339,340,341,342,343,344,345,348,354,355,356
106;495,647338867188;4610;70;19;84,5360794067383;11;33,111156463623;0;14125;1;47,1841316223145;390;3;6;0;3;0;111,601417541504;1625;3;25;1;3;0;121,19408416748;2595;13;39;10;4;1;51;2024-05-16 07:58:52.813;2024-05-16 08:08:12.457;2024-05-16 08:08:12.523;105,107,106,206,207,208,312,309,308,306,311,313,310,317,316,307,315,314,301;101,103,110,111,113,114,202,203,204,205,207,208,209,210,211,207,220,221,214,215,216,217,219,218,225,226,227,230,232,233,234,304,306,306,308,309,310,301,302,303,318,319,320,321,322,323,324,325,329,326,330,327,328,349,334,333,335,336,337,338,339,340,341,342,343,344,348,354,355,356
107;72,1705627441406;320;4;1;2,57731962203979;1;2,83300137519836;0;826;1;72,1705627441406;320;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;2024-05-16 10:56:35.750;2024-05-16 10:57:49.240;2024-05-16 10:57:50.080;101;103,110,111,113
108;74,1018142700195;385;5;8;19,5876293182373;1;12,7929162979126;0;2918;1;60,6655426025391;190;1;2;1;2;0;0;0;0;0;0;0;0;11,7019166946411;195;4;3;1;0;0;52;2024-05-16 10:58:00.290;2024-05-16 11:00:14.280;2024-05-16 11:00:15.123;101,105,106,107,310,311,312,313;103,114,304,306,306
109;148,729309082031;320;4;4;17,0103092193604;0;3,24180030822754;0;2836;0;98,4533233642578;320;4;4;0;2;0;50,142635345459;0;0;0;0;0;0;0;0;0;0;0;0;0;53;2024-05-17 14:35:51.403;NULL;2024-05-17 14:38:30.877;101,105,106,107;103,110,111,113
110;67,1133575439453;320;4;1;2,57731962203979;1;2,35460042953491;0;1334;1;67,1133575439453;320;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;2024-05-17 18:52:52.140;2024-05-17 18:54:00.403;2024-05-17 18:54:00.277;101;103,110,111,113
111;161,050277709961;130;2;0;13,9175252914429;0;6,2966947555542;0;2645;0;120,937553405762;130;0;2;0;4;0;40,0484199523926;0;0;0;0;0;0;0;0;0;0;0;0;0;55;2024-05-19 16:59:20.237;NULL;2024-05-19 17:02:06.170;;103,114
112;162,288909912109;1095;15;7;24,2268047332764;1;7,78549385070801;0;5119;1;78,4827194213867;385;4;5;0;2;0;78,3906631469727;710;3;10;0;0;0;0;0;0;0;0;0;0;5;2024-05-19 18:16:35.470;2024-05-19 18:25:51.960;2024-05-19 17:24:47.420;101,105,106,107,209,206,210;101,103,110,111,113,202,203,204,205,208,209,210,211,220,221
